PACKAGE,VERSION
https://go.googlesource.com/text,v0.3.2
https://go.googlesource.com/tools,v0.0.0-20180917221912-90fa682c2a6e
https://go.googlesource.com/xerrors,v0.0.0-20191204190536-9bdfabe68543
https://github.com/golang/appengine,v1.4.0
https://go.googlesource.com/protobuf,v0.0.0-20200109180630-ec00e32a8dfd
https://go.googlesource.com/protobuf,v0.0.0-20200221191635-4d8936d0db64
https://go.googlesource.com/protobuf,v0.0.0-20200228230310-ab0ca4ff8a60
https://go.googlesource.com/protobuf,v1.20.1-0.20200309200217-e05f789c0967
https://go.googlesource.com/protobuf,v1.21.0
https://go.googlesource.com/protobuf,v1.23.0
https://go.googlesource.com/protobuf,v1.26.0-rc.1
https://gopkg.in/alecthomas/kingpin.v2,v2.2.6
https://gopkg.in/check.v1,v0.0.0-20161208181325-20d25e280405
https://gopkg.in/check.v1,v1.0.0-20190902080502-41f04d3bba15
https://gopkg.in/yaml.v2,v2.2.1
https://gopkg.in/yaml.v2,v2.2.2
https://gopkg.in/yaml.v2,v2.2.4
https://gopkg.in/yaml.v2,v2.2.5
https://gopkg.in/yaml.v2,v2.3.0
